RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
396;15775153;630;Spain;Male;32;4;82034;1;0;0;146326.45;0
397;15680970;611;Germany;Female;41;2;114206.84;1;1;0;164061.6;0
398;15637476;683;Germany;Female;57;5;162448.69;1;0;0;9221.78;1
399;15714939;484;Germany;Female;34;4;148249.54;1;0;1;33738.27;0
400;15782569;687;France;Female;72;9;0;1;0;1;69829.4;0
401;15609286;702;France;Male;37;10;150525.8;1;1;1;94728.49;0
402;15629117;584;France;Male;28;10;0;2;1;0;19834.32;0
403;15607170;699;France;Male;35;5;0;2;1;1;78397.24;0
404;15686611;495;France;Male;30;10;129755.99;1;0;0;172749.65;0
405;15619857;605;France;Female;64;2;129555.7;1;1;1;13601.79;0
406;15660271;688;Germany;Male;26;8;146133.39;1;1;1;175296.76;0
407;15745295;727;Spain;Female;31;0;0;1;1;0;121751.04;1
408;15719352;754;Spain;Male;39;6;170184.99;2;1;0;89593.26;0
409;15766575;612;Germany;Female;62;8;140745.33;1;1;0;193437.89;1
410;15682585;593;France;Male;35;9;114193.24;1;1;0;71154.1;0
411;15603134;656;Spain;Female;40;10;167878.5;1;0;1;151887.16;0
412;15636444;535;Germany;Female;53;5;141616.55;2;1;1;75888.65;0
413;15773456;678;Germany;Male;36;3;145747.67;2;0;1;89566.74;0
414;15745307;477;Spain;Female;48;2;129120.64;1;0;1;26475.79;0
415;15605447;752;France;Male;49;2;78653.84;1;1;0;7698.6;0
416;15589030;649;France;Male;47;1;0;2;1;1;145593.85;0
417;15692463;799;Spain;Female;28;3;142253.65;1;1;0;45042.56;0
418;15724282;540;Germany;Male;44;3;164113.04;2;1;1;12120.79;0
419;15738181;850;France;Male;31;6;67996.23;2;0;0;50129.87;1
420;15633648;696;Spain;Female;51;5;0;2;1;0;55022.43;0
421;15603323;660;Spain;Female;33;1;0;2;0;0;117834.91;0
422;15583725;682;France;Male;48;1;138778.15;1;0;1;168840.23;0
423;15588350;744;France;Female;43;10;147832.15;1;0;1;24234.11;0
424;15798398;785;France;Female;36;4;135438.4;1;0;0;190627.01;0
425;15784844;752;Spain;Male;48;5;116060.08;1;1;0;156618.38;1
426;15580684;706;France;Female;29;5;112564.62;1;1;0;42334.38;0
427;15640078;660;Germany;Female;39;5;135134.99;1;1;0;173683;1
428;15698786;819;France;Female;39;9;133102.92;1;1;0;27046.46;1
429;15569807;673;France;Female;34;8;42157.08;1;1;0;20598.59;1
430;15805112;578;France;Male;38;7;82259.29;1;1;0;8996.97;0
431;15633064;438;France;Female;36;4;0;2;1;0;64420.5;0
432;15730447;629;France;Female;49;4;0;2;1;1;196335.48;0
433;15813850;720;France;Male;52;7;0;1;1;1;14781.12;0
434;15711889;668;France;Male;42;3;150461.07;1;1;0;108139.23;0
435;15664610;459;Germany;Male;48;4;133994.52;1;1;1;19287.06;1
436;15751710;729;Spain;Male;31;8;164870.81;2;1;1;9567.39;0
437;15692926;498;Germany;Male;25;8;121702.73;1;1;1;132210.49;0
438;15813741;549;Spain;Male;25;6;193858.2;1;0;1;21600.11;0
439;15698474;601;Germany;Female;54;1;131039.97;2;1;1;199661.5;0
440;15603065;751;France;Female;30;6;0;2;1;0;15766.1;0
441;15592937;632;Germany;Female;41;3;81877.38;1;1;1;33642.21;0
442;15699637;694;Spain;Male;57;8;116326.07;1;1;1;117704.65;0
443;15667215;678;France;Male;31;2;0;2;1;1;58803.28;0
444;15763218;661;France;Female;41;1;0;2;0;1;131300.68;0
445;15645772;661;France;Male;33;9;0;2;1;1;84174.81;0
446;15725511;559;France;Female;31;3;127070.73;1;0;1;160941.78;0
447;15640825;695;Spain;Male;46;3;122549.64;1;1;1;56297.85;0
448;15662397;640;France;Female;42;5;176099.13;1;1;1;8404.73;0
449;15576368;624;Germany;Female;48;3;122388.38;2;0;0;30020.09;0
450;15674991;667;France;Male;42;9;0;2;0;1;58137.42;0
451;15721024;642;France;Male;26;0;0;1;0;0;47472.68;0
452;15745621;640;Spain;Female;32;6;118879.35;2;1;1;19131.71;0
453;15642394;529;Spain;Male;35;5;0;2;1;1;187288.5;0
454;15607040;593;Spain;Female;38;4;88736.44;2;1;0;67020.03;0
455;15810978;788;Spain;Female;70;1;0;2;1;1;41610.62;0
456;15668886;684;Spain;Female;38;3;0;2;1;0;44255.65;0
457;15613880;591;Spain;Male;58;5;128468.69;1;0;1;137254.55;0
458;15775238;651;Germany;Female;41;4;133432.59;1;0;1;151303.48;0
459;15786905;749;Germany;Female;40;8;141782.57;2;0;0;86333.63;0
460;15600337;661;Spain;Male;42;2;178820.91;1;0;0;29358.57;1
461;15802741;625;France;Female;51;7;136294.97;1;1;0;38867.46;1
462;15720649;641;France;Female;36;5;66392.64;1;1;0;31106.67;0
463;15589493;716;Germany;Male;27;1;122552.34;2;1;0;67611.36;0
464;15688251;767;France;Male;43;1;76408.85;2;1;0;77837.63;0
465;15665238;745;Germany;Male;36;8;145071.24;1;0;0;6078.46;0
466;15681068;796;France;Female;45;2;109730.22;1;1;1;123882.73;0
467;15727299;445;Spain;Male;62;1;64119.38;1;1;1;76569.64;1
468;15620204;543;Germany;Female;57;1;106138.33;2;1;1;120657.32;1
469;15669516;746;Spain;Male;36;2;0;2;1;1;16436.56;0
470;15659098;669;France;Male;30;7;95128.86;1;0;0;19799.26;0
471;15808621;659;Germany;Male;36;2;76190.48;2;1;1;149066.14;0
472;15580148;750;Germany;Male;40;5;168286.81;3;1;0;20451.99;1
473;15776231;626;Germany;Male;35;4;88109.81;1;1;1;32825.5;0
474;15649423;580;France;Female;35;8;0;2;0;1;10357.03;0
475;15650288;634;Germany;Male;35;6;116269.01;1;1;0;129964.94;0
476;15629448;632;Spain;Male;38;1;120599.21;1;1;0;92816.86;0
477;15716164;501;France;Female;41;3;144260.5;1;1;0;172114.67;0
478;15807609;650;Spain;Female;25;3;86605.5;3;1;0;16649.31;1
479;15578977;786;France;Male;34;9;0;2;1;0;144517.19;0
480;15677369;554;Germany;Female;37;4;58629.97;1;0;0;182038.6;0
481;15696859;474;France;Male;45;10;0;2;0;0;172175.9;0
482;15653780;621;France;Female;43;5;0;1;1;1;47578.45;0
483;15721658;672;Spain;Female;56;2;209767.31;2;1;1;150694.42;1
484;15736879;669;France;Male;23;1;0;2;0;0;66088.83;0
485;15626742;694;France;Male;36;3;97530.25;1;1;1;117140.41;0
486;15672692;787;France;Female;42;10;145988.65;2;1;1;79510.37;0
487;15654238;673;France;Female;40;5;137494.28;1;1;0;81753.92;0
488;15612525;499;France;Female;57;1;0;1;0;0;131372.38;1
489;15812750;591;France;Male;24;6;147360;1;1;1;25310.82;0
490;15744607;738;Germany;Male;43;9;121152.05;2;1;0;64166.7;1
491;15784209;497;France;Male;47;6;0;1;1;1;90055.08;0
492;15794278;816;Spain;Male;67;6;151858.98;1;1;1;72814.31;0
493;15661036;725;France;Male;46;6;0;2;1;0;161767.38;0
494;15716835;546;France;Male;24;8;156325.38;1;1;1;125381.02;0
495;15641675;611;France;Female;49;2;88915.37;3;0;0;161435.02;1
496;15670755;650;France;Male;60;8;0;2;1;1;102925.76;0
497;15587535;450;Spain;Female;46;5;177619.71;1;1;0;54227.06;0
498;15813034;727;Spain;Male;38;2;62276.99;1;1;1;59280.79;0
499;15698839;460;Germany;Male;46;4;127559.97;2;1;1;126952.5;0
500;15790314;649;France;Male;41;0;0;2;0;1;130567.02;0
501;15661526;815;Germany;Male;37;2;110777.26;2;1;0;2383.59;0
502;15685997;838;Spain;Female;39;5;166733.92;2;1;0;14279.44;0
503;15815364;736;Spain;Female;28;2;0;2;1;1;117431.1;0
504;15647099;633;France;Female;37;9;156091.97;1;1;0;72008.61;0
505;15582741;693;France;Female;35;5;124151.09;1;1;0;88705.14;1
506;15637876;663;Germany;Female;36;6;77253.5;1;0;0;35817.97;1
507;15622750;742;Germany;Female;21;1;114292.48;1;1;0;31520.4;0
508;15812351;710;Spain;Female;27;2;135277.96;1;1;0;142200.15;0
509;15677921;720;Germany;Male;60;9;115920.62;2;0;0;157552.08;1
510;15685329;531;France;Female;63;1;114715.71;1;0;1;24506.95;1
511;15584091;742;Germany;Female;36;2;129748.54;2;0;0;47271.61;1
512;15640442;717;France;Male;31;4;129722.57;1;0;0;41176.6;0
513;15639314;589;France;Male;32;2;0;2;0;1;9468.64;0
514;15685320;767;France;Male;36;3;139180.2;1;0;0;123880.19;0
515;15789158;636;Germany;Male;49;6;113599.74;2;1;0;158887.09;1
516;15752137;648;France;Male;33;7;134944;1;1;1;117036.38;0
517;15712551;622;Germany;Female;58;7;116922.25;1;1;0;120415.61;1
518;15769974;679;Spain;Female;35;8;119182.73;1;0;0;121210.09;0
519;15654060;517;France;Male;41;2;0;2;0;1;75937.47;0
520;15571221;747;Germany;Male;58;7;116313.57;1;1;1;190696.35;1
521;15694366;714;Germany;Male;42;2;177640.09;1;0;1;47166.55;0
522;15600739;562;Spain;Female;35;0;0;2;1;0;119899.52;0
523;15653253;704;Spain;Male;48;8;167997.6;1;1;1;173498.45;0
524;15763431;698;France;Male;36;2;82275.35;2;1;1;93249.26;0
525;15769504;743;Germany;Female;34;1;131736.88;1;1;1;108543.21;0
526;15686870;761;Germany;Male;36;8;108239.11;2;0;0;99444.02;0
527;15762238;671;Germany;Female;44;0;84745.03;2;0;1;34673.98;0
528;15681554;614;Germany;Female;31;7;120599.38;2;1;1;46163.44;0
529;15756026;790;Spain;Female;46;9;0;1;0;0;14679.81;1
530;15613319;793;France;Female;33;0;0;1;0;0;175544.02;0
531;15778463;657;France;Female;37;6;95845.6;1;1;0;122218.23;0
532;15699430;618;France;Female;35;10;0;2;1;0;180439.75;0
533;15649992;681;Spain;Male;65;7;134714.7;2;0;1;190419.81;0
534;15578980;516;Spain;Female;33;3;0;2;1;1;58685.59;0
535;15775306;421;Germany;Male;28;8;122384.22;3;1;1;89017.38;1
536;15641655;700;France;Female;26;2;0;2;0;0;50051.42;0
537;15806438;580;Germany;Female;42;2;123331.36;1;0;0;103516.08;1
538;15591969;497;Spain;Male;27;9;75263.16;1;1;1;164825.04;0
539;15747807;720;France;Female;43;6;137824.03;2;1;0;172557.77;0
540;15660602;464;Germany;Male;33;8;164284.72;2;1;1;3710.34;0
541;15660535;680;France;Female;47;5;0;2;1;1;179843.33;0
542;15639788;577;France;Female;39;10;0;2;1;0;10553.31;0
543;15726234;708;Spain;Female;41;5;0;1;0;1;157003.99;0
544;15797964;732;Germany;Female;29;1;154333.82;1;1;1;138527.56;0
545;15625881;634;Germany;Male;37;3;111432.77;2;1;1;167032.49;0
546;15780628;633;France;Female;30;6;0;2;0;0;41642.29;0
547;15585036;694;Spain;Female;37;3;0;2;1;1;147012.22;0
548;15585888;553;Spain;Female;48;3;0;1;0;1;30730.95;1
549;15727915;507;France;Male;36;4;83543.37;1;0;0;140134.43;0
550;15737792;818;France;Female;31;1;186796.37;1;0;0;178252.63;0
551;15599433;660;Germany;Male;35;8;58641.43;1;0;1;198674.08;0
552;15672012;773;Spain;Female;41;5;0;1;1;0;28266.9;1
553;15806983;640;France;Male;44;3;137148.68;1;1;0;92381.01;0
554;15592222;505;France;Male;49;7;80001.23;1;0;0;135180.11;0
555;15586959;468;France;Female;42;5;0;2;1;0;125305.34;0
556;15646558;611;Spain;Male;51;1;122874.74;1;1;1;149648.45;0
557;15725811;705;France;Male;25;0;97544.29;1;0;1;59887.15;0
558;15572265;646;Germany;Male;46;1;170826.55;2;1;0;45041.32;0
559;15794048;667;Germany;Female;48;1;97133.92;2;0;0;113316.77;1
560;15677610;511;Germany;Female;41;8;153895.65;1;1;1;39087.42;0
561;15745012;653;France;Female;43;6;0;2;1;1;7330.59;0
562;15601589;675;France;Female;57;8;0;2;0;1;95463.29;0
563;15686436;523;Spain;Male;32;4;0;2;1;0;167848.02;0
564;15693864;567;Germany;Female;49;5;134956.02;1;1;0;93953.84;1
565;15760550;741;Spain;Male;39;7;143637.58;2;0;1;174227.66;0
566;15686137;456;Spain;Male;32;9;147506.25;1;1;1;135399.21;0
567;15807663;667;France;Male;43;8;190227.46;1;1;0;97508.04;1
568;15809100;548;France;Female;32;2;172448.77;1;1;0;188083.77;1
569;15794916;725;France;Male;41;7;113980.21;1;1;1;116704.25;0
570;15614215;717;France;Male;53;6;0;2;0;1;97614.87;0
571;15805449;594;France;Male;38;4;0;2;0;0;186884.04;0
572;15808017;545;France;Male;38;1;88293.13;2;1;1;24302.95;0
573;15756804;636;France;Female;48;1;170833.46;1;1;0;110510.28;1
574;15646810;603;Germany;Male;44;6;108122.39;2;1;0;108488.33;1
575;15692750;629;Germany;Female;45;7;129818.39;3;1;0;9217.55;1
576;15794549;722;France;Female;35;2;163943.89;2;1;1;15068.18;0
577;15803764;561;France;Male;28;7;0;2;1;0;7797.01;0
578;15674840;645;France;Female;38;5;101430.3;2;0;1;4400.32;0
579;15653762;501;France;Female;39;9;117301.66;1;0;0;182025.95;0
580;15800228;652;Spain;Female;42;4;0;2;1;1;38152.01;0
581;15571928;679;France;Female;43;4;0;3;1;0;115136.51;1
582;15785519;565;France;Male;36;6;106192.1;1;1;0;149575.59;0
583;15743007;643;France;Female;45;4;45144.43;1;1;0;60917.24;1
584;15777211;515;France;Male;65;7;92113.61;1;1;1;142548.33;0
585;15721935;521;France;Male;25;7;0;2;1;1;157878.67;0
586;15625021;585;France;Male;42;2;0;2;1;1;18657.77;0
587;15702968;733;Germany;Male;74;3;106545.53;1;1;1;134589.58;0
588;15600462;542;France;Female;43;8;145618.37;1;0;1;10350.74;0
589;15780140;435;Germany;Male;32;2;57017.06;2;1;1;5907.11;0
590;15772781;703;France;Female;51;3;0;3;1;1;77294.56;1
591;15669987;728;Germany;Female;35;8;125884.95;2;1;0;54359.02;1
592;15697000;728;Germany;Male;32;5;61825.5;1;1;1;156124.93;0
593;15782390;621;France;Female;40;6;0;1;1;0;155155.25;0
594;15654700;523;France;Female;40;2;102967.41;1;1;0;128702.1;1
595;15642041;727;Germany;Male;40;1;93051.64;2;1;0;71865.31;1
596;15709737;643;France;Male;36;7;161064.64;2;0;1;84294.82;0
597;15786014;568;France;Male;28;5;145105.64;2;1;0;185489.11;0
598;15675964;672;France;Female;45;9;0;1;1;1;92027.69;1
599;15814275;685;France;Male;33;6;174912.72;1;1;1;43932.54;0
600;15724848;516;France;Female;46;1;104947.72;1;1;0;115789.25;1
601;15754713;685;Spain;Male;31;10;135213.71;1;1;1;125777.28;0
602;15599660;604;France;Male;36;6;116229.85;2;1;1;79633.38;0
603;15566091;545;Spain;Female;32;4;0;1;1;0;94739.2;0
604;15775625;596;France;Male;47;6;0;1;1;0;74835.65;0
605;15733114;552;Spain;Male;45;9;0;2;1;0;26752.56;0
606;15797748;729;France;Male;44;5;0;2;0;1;9200.54;0
607;15753337;555;France;Male;51;5;0;3;1;0;189122.89;1
608;15658485;785;France;Female;34;9;70302.48;1;1;1;68600.36;0
609;15636731;714;Germany;Female;36;1;101609.01;2;1;1;447.73;0
610;15628303;738;Spain;Male;35;3;0;1;1;1;15650.73;0
611;15700476;564;Germany;Male;41;9;103522.75;2;1;1;34338.21;0
612;15634141;708;Germany;Female;42;8;192390.52;2;1;0;823.36;0
613;15737795;512;Spain;Male;36;1;0;1;0;1;135482.26;1
614;15790299;592;Spain;Male;37;9;0;3;1;1;10656.89;0
615;15675316;619;France;Female;38;3;0;2;0;1;116467.35;0
616;15613630;775;France;Male;52;8;109922.61;1;1;1;96823.32;1
617;15668032;577;France;Female;37;4;0;1;1;1;79881.39;0
618;15754084;710;Spain;Male;35;1;106518.52;1;1;1;127951.81;0
619;15676521;696;France;Female;31;8;0;2;0;0;191074.11;0
620;15804586;376;France;Female;46;6;0;1;1;0;157333.69;1
621;15781465;675;Germany;Female;29;8;121326.42;1;1;0;133457.52;0
622;15729362;745;France;Male;36;8;67226.37;1;1;0;130789.6;0
623;15709295;697;Spain;Female;25;5;82931.85;2;1;1;128373.88;0
624;15741336;715;France;Female;38;5;118590.41;1;1;1;5684.17;1
625;15630328;635;France;Female;48;8;130796.33;2;1;1;43250.3;0
626;15785899;789;Germany;Male;33;8;151607.56;1;1;0;4389.4;0
627;15606149;571;Germany;Female;66;9;111577.01;1;0;1;189271.9;0
628;15660429;665;Spain;Female;42;2;156371.61;2;0;1;156774.94;1
629;15571002;706;France;Female;44;4;129605.99;1;0;0;69865.49;0
630;15631681;807;Spain;Female;43;0;0;2;0;1;85523.24;0
631;15619529;531;Spain;Male;27;8;132576.25;1;0;0;7222.92;0
632;15628034;629;France;Female;37;6;129101.3;1;1;1;23971.33;0
633;15686164;850;Germany;Female;31;1;108822.4;1;1;1;132173.31;0
634;15753831;642;Spain;Male;32;7;100433.8;1;1;1;39768.59;0
635;15731815;529;Spain;Male;63;4;96134.11;3;1;0;108732.96;1
636;15580956;683;Germany;Female;43;4;115888.04;1;1;1;117349.19;1
637;15602084;663;France;Female;42;5;124626.07;1;1;1;78004.5;0
638;15589805;563;France;Female;34;6;139810.34;1;1;1;152417.79;0
639;15720893;637;Spain;Female;34;9;0;2;0;0;26057.08;0
640;15805955;638;France;Female;48;10;138333.03;1;1;1;47679.14;0
641;15779711;750;Spain;Female;38;7;97257.41;2;0;1;179883.04;0
642;15705620;730;France;Male;34;5;122453.37;2;1;0;138882.98;0
643;15685357;750;Spain;Female;36;8;112940.07;1;0;1;9855.81;0
644;15570060;586;France;Female;43;8;132558.26;1;1;0;67046.83;1
645;15582616;520;France;Female;38;4;0;2;1;0;56388.63;0
646;15799515;652;France;Female;48;8;133297.24;1;1;0;77764.37;0
647;15642937;550;France;Female;46;7;0;2;1;0;130590.35;0
648;15624729;594;France;Male;27;0;197041.8;1;0;0;151912.49;0
649;15566156;749;Germany;Female;44;0;71497.79;2;0;0;151083.8;0
650;15792360;668;France;Male;32;7;0;2;1;1;777.37;0
651;15807008;614;Germany;Female;35;6;128100.28;1;0;0;69454.24;1
652;15704770;773;France;Male;25;1;124532.78;2;0;1;11723.57;0
653;15756475;551;Germany;Male;31;9;82293.82;2;1;1;91565.25;0
654;15613749;569;Spain;Male;34;0;151839.26;1;1;0;102299.81;1
655;15681206;722;France;Female;49;3;168197.66;1;1;0;140765.57;1
656;15806926;615;France;Female;35;2;97440.02;2;1;1;139816.1;0
657;15782899;661;Spain;Female;28;7;95357.49;1;0;0;102297.15;0
658;15623521;838;Spain;Male;43;9;123105.88;2;1;0;145765.83;0
659;15810218;610;Spain;Male;29;9;0;3;0;1;83912.24;0
660;15633897;725;Germany;Male;39;1;50880.98;2;1;1;184023.54;0
661;15701301;646;France;Female;42;3;175159.9;2;0;0;67124.48;1
662;15723685;601;Germany;Female;26;7;105514.69;2;1;0;50070.59;0
663;15701602;521;Germany;Male;52;5;116497.31;3;0;0;53793.1;1
664;15739189;561;Spain;Female;33;6;0;2;1;0;45261.47;0
665;15573086;564;France;Male;42;7;99824.45;1;1;1;36721.4;0
666;15750765;650;Spain;Male;71;0;0;1;1;1;175380.77;0
667;15799811;724;France;Male;40;10;0;1;1;0;127847.25;1
668;15698442;719;Spain;Male;35;3;122964.88;1;1;1;138231.7;0
669;15603594;635;Spain;Male;24;4;0;2;1;1;70668.77;0
670;15585961;496;Spain;Female;43;3;0;2;0;1;199505.53;0
671;15770424;541;Germany;Male;40;7;95710.11;2;1;0;49063.42;0
672;15587451;778;Germany;Male;41;7;139706.31;1;1;0;63337.19;0
673;15602010;850;Germany;Female;45;5;103909.86;1;1;0;60083.11;1
674;15682639;642;France;Male;32;3;0;2;1;1;88698.83;0
675;15767864;628;France;Male;33;6;0;2;0;0;184230.23;0
676;15769948;737;Germany;Male;35;0;133377.8;1;0;1;64050.19;0
677;15686345;828;Spain;Male;34;9;0;2;1;1;81853.98;0
678;15681174;730;France;Male;39;1;116537.6;1;0;0;145679.6;0
679;15695475;645;France;Male;29;1;130131.08;2;0;1;196474.35;0
680;15689176;663;France;Male;46;3;0;2;0;1;176276.1;0
681;15652955;678;Spain;Male;30;0;0;1;1;0;35113.08;0
682;15668958;521;France;Male;30;2;107316.09;1;1;0;64299.82;0
683;15631054;625;France;Female;24;1;0;2;1;1;180969.55;0
684;15581479;523;France;Male;30;1;83181.29;1;1;1;138176.78;0
685;15577478;714;France;Female;72;3;0;1;1;1;86733.61;0
686;15692317;722;France;Male;30;5;0;2;1;0;166376.54;0
687;15593969;630;Spain;Female;39;7;135483.17;1;1;0;140881.2;1
688;15570417;579;France;Male;35;1;0;2;1;0;4460.2;0
689;15779059;670;France;Female;38;4;119624.54;2;1;1;110472.12;0
690;15785980;588;Spain;Male;34;6;121132.26;2;1;0;86460.28;0
691;15793949;726;France;Female;48;4;0;1;1;0;114020.06;1
692;15705860;631;Germany;Male;40;3;107949.45;1;1;0;52449.62;1
693;15623828;682;France;Male;30;4;0;1;0;1;161465.31;0
694;15623471;607;Germany;Male;38;3;98205.77;1;1;0;176318.27;0
695;15798348;600;Spain;Female;50;6;94684.27;1;1;1;50488.91;0
696;15769499;545;Spain;Female;74;3;0;2;1;1;161326.73;0
697;15798521;675;Spain;Male;33;3;0;2;1;0;45348.08;0
698;15706534;581;France;Female;47;1;122949.14;1;0;0;180251.68;1
699;15706186;640;Germany;Male;33;8;81677.22;2;0;0;34925.56;0
700;15812197;850;France;Male;38;7;80293.98;1;0;0;126555.74;0
701;15650933;490;Spain;Female;48;8;155413.06;1;1;0;187921.3;0
702;15692744;512;France;Male;36;4;152169.12;2;0;0;38629.3;1
703;15599131;650;Germany;Male;26;4;214346.96;2;1;0;128815.33;0
704;15680303;594;France;Male;57;6;0;1;1;0;19376.56;1
705;15628674;844;France;Male;40;7;113348.14;1;1;0;31904.31;1
706;15586970;695;Germany;Male;52;8;103023.26;1;1;1;22485.64;0
707;15625698;624;Spain;Female;23;6;0;2;0;1;196668.51;0
708;15762937;743;Germany;Female;32;6;140348.56;2;1;1;163254.39;0
709;15633650;677;Germany;Female;41;8;146720.98;2;1;1;4195.84;0
710;15748856;664;France;Male;32;10;107209.73;1;1;1;112340.2;0
711;15699911;461;Spain;Female;35;8;0;1;1;0;132295.95;0
712;15692583;678;France;Female;32;5;0;2;1;0;90284.47;0
713;15591257;796;France;Male;24;8;0;2;1;0;61349.37;0
714;15696098;498;France;Female;31;10;0;2;1;0;13892.57;0
715;15645517;850;Spain;Male;22;2;0;2;1;1;9684.52;0
716;15649744;628;France;Female;51;3;123981.31;2;1;1;40546.15;0
717;15604304;539;Germany;Female;34;4;91622.42;1;1;1;136603.42;0
718;15621687;813;France;Male;34;0;0;2;1;0;43169.15;0
719;15604295;543;France;Male;36;6;0;2;1;0;176728.28;0
720;15724127;790;France;Female;26;4;141581.71;2;0;0;98309.27;0
721;15768201;850;France;Female;39;2;148586.64;1;1;1;176791.27;0
722;15782219;703;Spain;Male;29;9;0;2;1;0;50679.48;0
723;15746410;432;Spain;Male;38;7;0;2;1;0;150580.88;0
724;15780144;512;Germany;Female;32;2;123403.85;2;1;0;80120.19;0
725;15590476;589;France;Male;28;7;0;2;1;0;151645.96;0
726;15618182;678;France;Female;38;2;0;2;0;0;115068.99;0
727;15798424;833;Germany;Male;59;1;130854.59;1;1;1;30722.52;1
728;15648800;731;Germany;Female;21;8;132312.06;1;1;0;106663.46;1
729;15626608;479;Spain;Male;48;5;87070.23;1;0;1;85646.41;0
730;15723250;519;France;Male;42;8;0;2;1;1;101485.72;0
731;15592583;731;France;Female;47;1;115414.19;3;0;0;191734.67;1
732;15759381;617;Spain;Male;61;7;91070.43;1;1;1;101839.77;0
733;15585241;756;Spain;Male;29;2;117412.19;2;1;0;4888.91;0
734;15589358;848;Germany;Male;31;4;90018.45;2;1;0;193132.98;0
735;15672704;809;France;Female;24;4;0;2;1;0;193518.76;0
736;15627305;606;Spain;Male;35;7;0;1;1;0;106837.06;1
737;15645316;612;Germany;Female;58;1;149641.53;1;1;1;115161.28;0
738;15593973;663;Spain;Female;33;8;122528.18;1;1;0;196260.3;0
739;15750258;675;France;Female;32;2;155663.31;1;1;0;97658.66;0
740;15685309;669;France;Female;35;7;0;1;1;1;49108.23;1
741;15628205;571;Germany;Female;34;1;101736.66;1;0;1;195651.66;0
742;15733974;500;Spain;Male;37;9;125822.21;1;1;0;111698;0
743;15762110;628;France;Male;37;0;0;2;1;1;171707.93;0
744;15614220;750;France;Male;22;5;0;2;0;1;105125.65;0
745;15698510;468;Germany;Male;42;9;181627.14;2;1;0;172668.39;0
746;15566251;618;France;Female;37;5;96652.86;1;1;0;98686.4;1
