RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary
6812;15755649;584;Germany;Male;47;7;130538.77;1;1;0;92915.84
6813;15795228;756;France;Male;37;3;132623.6;1;1;1;58974
6814;15589257;670;France;Female;35;3;103465.02;2;1;1;174627.06
6815;15719302;765;France;Female;50;9;126547.8;1;1;1;79579.94
6816;15791279;701;France;Male;40;5;169742.64;1;1;1;153537.55
6817;15813444;590;Spain;Female;34;6;0;2;1;0;171021.44
6818;15804602;772;Germany;Male;30;6;99785.28;2;0;0;197238.03
6819;15569451;463;France;Male;35;2;101257.16;1;1;1;118113.64
6820;15594864;752;Germany;Male;30;4;81523.38;1;1;1;36885.85
6821;15624229;694;France;Female;22;4;0;2;1;1;11525.72
6822;15812272;693;Germany;Male;44;5;124601.58;2;1;1;46998.13
6823;15654654;725;Germany;Female;33;7;115182.84;2;1;1;177279.41
6824;15697625;791;France;Male;37;2;163789.49;2;1;0;75832.53
6825;15616280;536;France;Male;46;1;65733.41;1;1;0;61094.53
6826;15654229;699;Spain;Male;47;1;0;2;0;1;30117.44
6827;15613844;557;France;Female;28;7;146445.24;2;1;0;184317.74
6828;15742480;775;Germany;Male;36;2;109949.05;2;0;1;71682.54
6829;15575410;667;Germany;Female;39;4;83765.35;2;1;0;118358.54
6830;15684865;771;France;Female;66;7;143773.07;1;1;1;130827.88
6831;15600700;523;Germany;Male;63;6;116227.27;1;1;1;119404.63
6832;15634267;717;France;Male;42;5;0;2;1;0;172665.21
6833;15660422;569;France;Male;28;7;0;2;1;0;73977.23
6834;15813132;696;Germany;Male;30;4;114027.7;1;1;1;193716.56
6835;15770030;689;Spain;Female;28;3;0;2;1;1;192449.02
6836;15658306;693;France;Male;68;4;97705.99;1;1;1;61569.07
6837;15647402;628;France;Female;38;3;0;2;1;1;48924.73
6838;15743532;704;Germany;Male;27;5;147004.34;1;1;0;64381.33
6839;15794870;744;Germany;Male;38;6;73023.17;2;1;0;78770.86
6840;15781586;837;Germany;Male;38;2;126732.85;1;1;1;79577.38
6841;15671322;724;Germany;Male;30;7;115315.04;1;1;0;15216.53
6842;15756539;585;Germany;Female;39;7;165610.41;2;0;0;131852.01
6843;15612064;474;France;Male;33;5;0;2;1;0;181945.52
6844;15683195;719;France;Male;32;9;146605.27;1;1;1;77119.45
6845;15641690;681;Spain;Male;67;7;0;2;0;1;163714.92
6846;15671590;741;Spain;Male;25;4;0;2;1;1;73873.65
6847;15779182;790;Spain;Male;46;8;182364.53;1;0;0;139266.48
6848;15778287;622;France;Male;35;8;0;2;1;1;131772.51
6849;15658532;520;Spain;Female;63;5;162278.32;1;1;1;34765.33
6850;15590993;579;Spain;Male;37;5;152212.88;2;0;0;120219.14
6851;15688880;672;Germany;Male;40;10;102980.44;1;1;0;1285.81
6852;15813917;653;Germany;Male;31;9;143321.97;1;1;0;83679.46
6853;15679611;734;Spain;Female;37;2;130404.92;1;0;0;34548.74
6854;15584363;824;France;Male;30;0;133634.02;1;1;1;162053.92
6855;15803365;653;Spain;Male;55;2;70263.83;1;0;1;62347.71
6856;15795166;618;Germany;Male;42;8;153572.31;2;1;1;76679.6
6857;15638806;645;Spain;Male;49;2;0;2;0;0;10023.15
6858;15750497;850;France;Female;37;7;153147.75;1;1;1;152235.3
6859;15720702;789;France;Male;37;3;0;1;1;0;121883.87
6860;15665077;598;France;Female;43;5;0;3;1;1;100722.72
6861;15574331;593;Germany;Female;62;3;118233.81;1;0;1;24765.53
6862;15734942;539;Germany;Female;38;8;82407.51;1;1;0;13123.41
6863;15664772;489;Germany;Male;28;1;79460.98;2;1;1;167973.63
6864;15645778;670;Spain;Male;42;3;81589.04;1;1;0;188227.8
6865;15576162;615;France;Male;32;7;92199.84;1;1;1;2755.53
6866;15778135;575;Spain;Male;43;3;0;1;1;0;83594.51
6867;15613141;717;France;Female;41;3;135756.96;1;1;1;103706.41
6868;15596552;535;Germany;Male;48;5;134542.73;1;1;1;58203.67
6869;15754068;578;France;Male;32;4;0;2;1;1;141822.8
6870;15683841;555;Germany;Male;41;10;113270.2;2;1;1;185387.14
6871;15723006;489;France;Male;38;8;0;2;0;1;196990.79
6872;15574004;429;France;Female;27;6;117307.44;2;1;1;24020.49
6873;15587233;457;France;Male;41;8;73700.12;3;1;1;185750.02
6874;15682834;715;Spain;Female;35;4;40169.88;2;1;1;199857.47
6875;15672756;716;France;Female;35;8;112808.18;1;0;1;17848.3
6876;15704586;758;France;Female;42;7;0;2;0;1;76209.56
6877;15727281;653;France;Female;27;9;0;2;1;0;96429.29
6878;15754796;487;Germany;Female;46;4;135070.58;2;1;1;44244.49
6879;15619029;620;Spain;Female;43;2;0;2;1;0;20670.1
6880;15629617;572;Spain;Male;23;2;126873.52;1;0;1;67040.12
6881;15600821;721;France;Male;69;2;108424.19;1;1;1;178418.35
6882;15814268;444;France;Female;40;5;84350.07;1;1;0;143835.76
6883;15693904;685;Germany;Female;30;4;84958.6;2;0;1;194343.72
6884;15588986;673;Germany;Female;29;4;99097.36;1;1;1;9796.69
6885;15797733;503;Germany;Male;30;10;136622.55;2;0;0;47310.24
6886;15685150;799;Germany;Male;28;7;167658.33;2;1;1;111138.25
6887;15667651;585;Spain;Female;33;8;0;2;1;0;114182.07
6888;15774166;607;Germany;Female;24;2;109483.54;2;0;1;127560.77
6889;15649280;521;Germany;Female;40;9;134504.78;1;1;0;18082.06
6890;15753969;724;Spain;Male;45;5;83888.54;1;0;1;34121.81
6891;15794874;696;Spain;Male;41;9;127523.75;1;0;1;191417.42
6892;15589221;657;Germany;Male;30;1;139762.13;2;1;1;23317.88
6893;15583668;726;France;Female;42;2;109471.79;1;0;1;175161.05
6894;15710206;591;France;Female;39;4;150500.64;1;1;0;14928.8
6895;15799966;792;Germany;Female;59;9;101609.77;1;0;0;161479.19
6896;15703143;820;France;Female;29;3;82344.84;1;0;1;115985.38
6897;15687959;573;Spain;Female;44;4;0;1;1;1;94862.93
6898;15585282;755;France;Male;62;1;127706.33;2;0;1;142377.69
6899;15714993;552;France;Female;41;9;124349.34;1;1;0;135635.25
6900;15646615;576;Germany;Male;28;1;119336.29;2;0;1;58976.85
6901;15806967;778;France;Female;65;7;0;1;1;1;77867.23
6902;15796179;683;France;Male;43;8;0;1;1;0;96754.8
6903;15646302;705;France;Female;24;7;100169.51;1;1;0;121408.55
6904;15680855;637;France;Male;33;2;145731.83;1;0;1;109219.43
6905;15697311;697;Spain;Male;56;5;110802.03;1;1;1;50230.31
6906;15684198;551;France;Female;38;10;0;2;1;1;216.27
6907;15774882;687;France;Female;35;3;99587.43;1;1;1;1713.1
6908;15714227;672;France;Female;53;7;0;1;1;1;136910.18
6909;15608653;521;Spain;Female;34;7;70731.07;1;1;1;20243.97
6910;15784280;686;Germany;Male;35;2;109342.82;2;0;1;86043.27
6911;15590320;850;France;Male;66;4;0;2;0;1;64350.8
6912;15571778;817;France;Female;55;10;117561.49;1;1;0;95941.55
6913;15566211;616;Germany;Female;41;1;103560.57;1;1;0;236.45
6914;15669293;517;France;Male;37;5;113308.84;1;0;1;31517.16
6915;15595067;637;Spain;Female;40;6;0;2;1;1;181610.6
6916;15650391;633;France;Female;29;7;169988.35;1;1;0;4272
6917;15814846;691;France;Male;52;3;0;1;1;0;175843.68
6918;15670374;819;Germany;Female;49;1;120656.86;4;0;0;166164.3
6919;15700223;806;France;Male;48;4;164701.68;1;1;1;21439.49
6920;15729956;726;Spain;Female;26;1;80780.16;1;1;1;19225.85
6921;15594862;552;France;Male;36;8;0;2;0;0;132547.02
6922;15598782;755;Germany;Female;30;6;154221.37;2;0;1;62688.55
6923;15703399;756;France;Female;26;5;101641.14;2;0;1;154460.68
6924;15732175;776;France;Male;37;2;0;1;0;1;8065
6925;15630725;649;France;Female;45;5;92786.66;1;1;0;173365.9
6926;15640260;595;Germany;Male;32;8;131081.66;2;1;1;69428.79
6927;15716822;646;France;Male;30;5;98014.74;1;1;1;12757.14
6928;15605968;574;France;Male;26;8;97460.1;1;1;1;43093.67
6929;15625824;596;Spain;Male;30;6;121345.88;4;1;0;41921.75
6930;15617705;609;France;Female;39;8;141675.23;1;0;1;175664.25
6931;15744517;735;Spain;Male;50;9;0;1;0;0;166677.35
6932;15686963;680;Spain;Female;30;3;0;1;1;0;160131.58
6933;15808189;449;France;Male;52;6;0;2;0;1;123622
6934;15799156;569;Spain;Male;38;8;0;2;0;0;79618.79
6935;15590146;630;France;Male;50;1;81947.76;1;0;1;63606.22
6936;15762277;710;France;Male;47;5;158623.14;1;0;0;83499.89
6937;15798975;606;Germany;Male;48;4;132403.56;1;0;0;36091.91
6938;15602497;850;Spain;Male;39;6;133214.13;1;0;1;20769.88
6939;15634375;710;Spain;Female;36;8;0;2;0;0;83206.19
6940;15738267;544;France;Female;64;3;124043.8;1;1;1;111402.97
6941;15786800;723;Germany;Male;52;5;131694.97;1;0;1;92873.5
6942;15591130;507;Spain;Female;29;6;0;2;0;1;94780.9
6943;15781210;711;France;Male;34;8;0;2;0;0;48260.19
6944;15668058;661;Germany;Male;35;8;124098.54;1;1;0;86678.48
6945;15597131;415;France;Male;32;5;145807.59;1;1;1;3064.65
6946;15769818;850;France;Female;37;3;212778.2;1;0;1;69372.88
6947;15614818;764;Spain;Female;33;9;168964.77;1;0;1;118982.51
6948;15732448;821;France;Female;28;8;0;1;1;1;36754.13
6949;15584364;652;France;Male;48;4;59486.31;1;1;0;163944.18
6950;15779481;628;France;Male;34;4;158741.43;2;1;1;126192.54
6951;15772777;850;Spain;Female;29;10;0;2;1;1;94815.04
6952;15706815;515;Germany;Male;37;2;90432.92;1;1;1;188366.04
6953;15618018;571;France;Female;35;1;104783.81;2;0;1;178512.52
6954;15671032;760;Germany;Male;42;0;77992.97;2;1;1;97906.38
6955;15777576;559;Spain;Female;40;5;139129.44;1;0;1;32635.54
6956;15670823;651;Germany;Female;42;1;116646.76;1;1;0;44731.8
6957;15725141;716;France;Female;44;3;109528.28;1;1;0;27341.63
6958;15693018;678;Germany;Male;23;10;115563.71;1;1;1;91633.53
6959;15636756;545;France;Male;23;2;0;2;1;0;189613.12
6960;15576714;687;Spain;Female;21;8;0;2;1;1;154767.34
6961;15743976;618;Germany;Male;41;8;37702.79;1;1;1;195775.48
6962;15793881;721;France;Female;35;6;118273.83;1;0;1;3086.89
6963;15576517;445;Germany;Female;34;7;131082.17;2;1;1;70618
6964;15631072;690;France;Male;38;1;94456;2;0;1;55034.02
6965;15758035;747;France;Male;61;7;155973.13;1;0;1;147554.26
6966;15617518;675;Germany;Male;36;7;89409.95;1;1;1;149399.7
6967;15729668;521;Spain;Male;29;3;60280.62;1;1;0;154271.41
6968;15741728;591;Spain;Male;36;7;135216.8;1;1;1;122022.89
6969;15656726;771;France;Male;32;5;62321.62;1;1;1;40920.59
6970;15647842;601;Germany;Female;48;8;120782.7;1;1;0;63940.68
6971;15748718;517;France;Male;28;2;115062.61;1;1;0;179056.23
6972;15751158;571;France;Female;42;4;108825.34;3;1;0;55558.51
6973;15714080;566;Germany;Female;40;2;97001.36;2;1;0;154486.01
6974;15648721;711;France;Male;64;4;0;2;1;1;3185.67
6975;15801466;574;France;Female;39;2;122524.61;2;1;0;88463.63
6976;15750248;619;France;Female;35;8;132292.63;1;1;0;65682.93
6977;15781553;760;Germany;Female;49;9;91502.99;1;1;0;117232.9
6978;15649121;665;France;Male;52;3;0;1;1;0;116137.01
6979;15662955;697;France;Male;27;8;141223.68;2;1;0;90591.15
6980;15657386;712;Germany;Male;43;1;141749.74;2;0;1;90905.26
6981;15681758;525;Spain;Female;25;10;0;2;1;0;69361.95
6982;15591932;680;France;Male;32;5;92961.61;1;1;0;116957.6
6983;15810347;662;Spain;Female;30;9;0;2;0;1;157884.83
6984;15735222;705;Spain;Female;23;5;0;2;1;1;73131.73
6985;15604804;516;France;Female;33;7;127305.5;1;1;1;120037.36
6986;15723053;504;Germany;Male;32;8;170291.22;2;0;1;15658.99
6987;15754177;712;Spain;Male;53;2;111061.01;2;0;0;26542.17
6988;15708048;631;France;Female;34;4;124379.14;1;1;0;106892.91
6989;15701109;663;France;Female;37;7;0;1;1;1;185210.63
6990;15655574;698;Germany;Female;40;8;150777.1;1;1;0;114732.62
6991;15675501;616;France;Male;59;5;153861.1;1;1;1;17699.48
6992;15752342;704;Germany;Female;54;6;133656.91;3;1;0;145071.33
6993;15741429;680;Spain;Female;31;9;119825.75;2;1;1;101139.3
6994;15800229;695;Germany;Male;40;7;139022.24;1;0;1;193383.13
6995;15663441;700;Germany;Female;40;4;148571.07;1;1;0;189826.96
6996;15579706;611;France;Female;46;5;0;1;1;0;77677.14
6997;15755722;554;France;Male;24;10;0;1;0;0;92180.62
6998;15586880;594;Germany;Male;41;2;122545.65;2;1;1;42050.24
6999;15675896;680;Germany;Female;42;7;105722.69;1;1;1;90558.24
7000;15658459;784;Spain;Male;33;10;0;2;1;0;162022.47
7001;15569178;570;France;Female;18;4;82767.42;1;1;0;71811.9
7002;15772933;591;Spain;Male;31;8;0;1;1;1;141677.33
7003;15809006;602;France;Male;23;7;113758.48;2;0;0;84077.6
7004;15700255;814;Germany;Male;44;8;95488.82;2;0;0;107013.59
7005;15669410;683;France;Male;30;8;110829.52;2;0;0;24938.84
7006;15750466;790;Germany;Male;42;1;85839.62;1;1;0;198182.73
7007;15739054;654;France;Female;29;4;96974.97;1;0;1;141404.07
7008;15788483;719;Spain;Male;38;0;0;1;1;0;126876.47
7009;15732832;707;France;Female;40;5;0;2;1;0;41052.82
7010;15567993;828;Spain;Male;28;8;134766.85;1;1;0;79355.87
7011;15617603;850;Germany;Male;30;5;123210.56;2;1;1;102180.27
7012;15778025;685;Germany;Male;43;9;108589.47;2;0;1;194808.51
7013;15684269;707;Spain;Female;35;3;56674.48;1;1;0;17987.4
7014;15746970;760;Spain;Female;57;1;0;2;1;1;25101.17
7015;15725024;805;Germany;Female;33;3;105663.56;2;0;1;33330.89
7016;15624391;595;Spain;Female;30;5;100683.54;1;1;1;178361.04
7017;15567422;630;France;Male;42;6;0;2;1;0;162697.93
7018;15612627;627;Germany;Male;29;5;139541.58;2;1;0;80607.33
7019;15675320;758;Spain;Female;40;5;93499.82;2;0;0;123218.81
7020;15752508;614;Germany;Male;32;7;99462.8;2;1;1;51117.06
7021;15663489;633;Germany;Female;29;0;138577.34;1;1;0;193362.99
7022;15672132;695;France;Female;42;7;121453.63;1;0;0;46374.64
7023;15726088;476;France;Male;40;6;0;1;1;1;22735.45
7024;15682533;850;France;Female;39;7;79259.99;1;0;1;186910.74
7025;15632256;541;France;Male;29;7;127504.57;1;0;0;86173.92
7026;15802501;724;Germany;Male;33;5;103564.83;2;1;0;121085.72
7027;15778410;533;Spain;Female;52;7;0;1;0;1;194113.99
7028;15602844;717;France;Male;38;7;97459.06;1;0;0;189175.71
7029;15596397;814;France;Female;48;7;0;2;1;1;132870.15
7030;15770525;760;Spain;Male;28;1;141038.57;2;0;0;16287.38
7031;15684267;607;Germany;Male;39;2;84468.67;2;1;1;121945.42
7032;15721303;640;Spain;Male;34;1;137523.02;1;0;0;24761.36
7033;15802256;439;France;Male;28;7;110976.23;2;1;0;138526.96
7034;15725664;549;France;Female;38;8;107283.4;1;0;0;157442.75
7035;15701946;715;France;Male;34;4;124314.45;1;0;0;97782.92
7036;15748947;657;France;Female;41;5;95858.37;1;1;1;68255.88
7037;15642002;554;France;Female;35;6;117707.18;2;0;0;95277.15
7038;15607691;658;France;Male;36;8;174060.46;1;1;1;94925.62
7039;15773017;763;Spain;Female;37;6;0;2;1;1;149705.25
7040;15625641;697;Germany;Female;74;3;108071.36;2;1;1;16445.79
7041;15776467;702;Spain;Female;35;8;14262.8;2;1;0;54689.16
7042;15777922;629;Spain;Male;36;1;161757.87;2;1;1;146371.72
7043;15606841;823;France;Male;38;1;0;2;1;0;156603.7
7044;15677173;555;France;Male;37;9;124969.13;1;1;0;60194.05
7045;15610446;714;France;Female;51;4;88308.87;3;0;0;5862.53
7046;15794122;713;France;Female;59;3;0;2;1;1;62700.08
7047;15774931;452;France;Male;30;7;112935.87;1;1;1;99017.34
7048;15683471;691;France;Male;38;7;0;2;0;0;81617.4
7049;15592994;651;France;Female;65;0;0;2;1;1;190454.04
7050;15624068;779;France;Female;26;0;0;2;0;1;111906
7051;15595221;850;Germany;Female;33;7;134678.13;1;1;0;113177.95
7052;15637131;829;France;Male;38;9;0;2;1;0;30529.88
7053;15804075;628;Germany;Female;36;3;91286.51;1;1;0;63085.94
7054;15792649;547;Spain;Female;31;9;0;2;0;0;99294.22
7055;15804394;663;Germany;Male;32;8;130627.66;1;1;0;47161.25
7056;15788539;501;France;Female;34;3;107747.57;1;1;0;9249.36
7057;15769346;587;France;Female;36;1;134997.49;2;1;0;44688.08
7058;15812338;485;Spain;Female;30;7;0;1;1;0;107067.37
7059;15633640;799;France;Female;52;4;161209.66;1;1;1;89081.41
7060;15573741;698;Spain;Male;38;10;95010.92;1;1;1;105227.86
7061;15780746;705;France;Male;61;4;0;2;1;1;191313.7
7062;15786852;565;Germany;Female;38;2;158651.29;2;1;1;179445.28
7063;15641183;731;Spain;Male;25;8;96950.21;1;1;0;97877.92
7064;15805312;607;France;Male;45;7;123859.6;1;0;1;113051.57
7065;15740164;715;France;Female;33;3;85227.84;1;1;1;68087.15
7066;15782574;624;Spain;Male;33;6;0;2;0;0;76551.7
7067;15734999;634;Spain;Male;36;2;85996.19;1;1;0;15887.68
7068;15763055;572;Spain;Male;31;5;98108.79;1;0;1;119996.95
7069;15768095;579;France;Male;31;9;0;1;0;1;139048
7070;15811314;589;Germany;Female;36;9;140355.56;2;1;0;136329.96
7071;15707114;831;France;Male;30;2;0;2;0;1;3430.38
7072;15663830;563;Spain;Male;32;6;0;2;1;1;19720.08
7073;15574783;584;France;Female;37;1;0;2;1;1;180363.56
7074;15773487;634;Germany;Female;31;8;76798.92;1;0;0;196021.73
7075;15604588;850;Spain;Female;38;3;0;2;0;1;179360.76
7076;15806880;627;Spain;Female;30;6;0;1;1;1;113408.47
7077;15754999;570;France;Female;33;8;0;1;1;1;124641.42
7078;15781034;796;Spain;Male;67;5;0;2;0;1;54871.02
7079;15622017;773;Spain;Female;33;10;0;1;1;1;98820.09
7080;15705885;752;Spain;Male;36;2;0;2;1;1;45570.84
7081;15773605;670;Spain;Female;32;3;0;2;1;0;46175.7
7082;15576644;687;Germany;Female;29;4;78939.15;1;1;0;122134.56
7083;15741554;746;Spain;Male;31;2;113836.27;1;1;1;174815.54
7084;15769051;503;Spain;Male;25;7;0;1;0;1;192841.13
7085;15757931;804;France;Male;24;3;0;2;1;0;173195.33
7086;15623791;632;Spain;Female;40;3;109740.62;1;1;0;141896.74
7087;15586993;655;Spain;Female;56;5;0;2;1;1;41782.7
7088;15815560;666;Germany;Male;74;7;105102.5;1;1;1;46172.47
7089;15651713;684;France;Male;45;6;148071.39;1;1;0;183575.01
7090;15687310;783;Spain;Male;39;9;0;2;1;0;143752.77
7091;15698321;648;Germany;Male;34;3;95039.73;2;1;1;147055.87
7092;15681562;516;France;Female;43;2;112773.73;2;1;1;139366.58
7093;15615456;680;France;Female;37;10;123806.28;1;1;0;81776.84
7094;15779176;565;Germany;Female;58;3;108888.24;3;0;1;135875.51
7095;15668472;705;Spain;Female;24;5;177799.83;2;0;0;79886.06
7096;15772243;612;France;Female;33;9;0;1;0;0;142797.5
7097;15638463;681;Germany;Female;48;8;139480.18;1;1;1;163581.67
7098;15598088;559;Spain;Male;25;5;0;2;1;1;163221.22
7099;15780954;582;Spain;Male;26;4;65848.36;2;1;0;30149.21
7100;15700174;733;Spain;Female;30;0;83319.28;1;0;0;57769.2
7101;15635728;693;France;Male;41;4;0;2;0;0;156381.47
7102;15591386;622;France;Female;35;5;0;2;1;0;51112.8
7103;15694192;598;Spain;Female;38;6;0;2;0;0;173783.38
7104;15756680;667;France;Male;28;6;165798.1;1;1;0;147090.9
7105;15627876;719;Spain;Female;47;9;116393.59;1;1;0;63051.32
7106;15772601;845;Germany;Female;41;2;81733.74;2;0;0;199761.29
7107;15657107;563;Spain;Female;46;8;106171.68;1;1;0;163145.5
7108;15617648;584;France;Female;44;5;95671.75;2;1;1;106564.88
7109;15755678;534;France;Male;62;2;0;2;0;0;42763.12
7110;15624781;672;France;Female;34;1;142151.75;2;1;1;168753.34
7111;15567399;633;Germany;Male;43;3;144164.29;1;1;1;158646.46
7112;15657214;601;France;Male;74;2;0;2;0;1;51554.58
7113;15799350;632;France;Male;41;0;106134.46;1;0;1;105570.39
7114;15729970;684;Germany;Male;29;8;127269.75;1;0;1;79495.01
7115;15725835;785;Germany;Female;32;3;124493.03;2;0;1;52583.79
7116;15726267;570;France;Male;32;9;117337.54;2;0;1;62810.91
7117;15633612;696;France;Male;28;4;172646.82;1;1;1;116471.43
7118;15696703;691;Germany;Male;27;3;160358.68;2;1;0;142367.72
7119;15565779;627;Germany;Female;30;6;57809.32;1;1;0;188258.49
7120;15731890;601;France;Male;41;1;123971.16;1;0;1;172814.99
7121;15679909;665;Spain;Male;41;8;0;2;1;0;132152.32
7122;15799825;583;France;Female;44;8;0;2;1;1;27431.62
7123;15756875;782;Spain;Male;34;6;147422.44;1;0;1;42143.61
7124;15678146;668;Spain;Female;24;7;173962.32;1;0;0;106457.11
7125;15595831;579;Germany;Female;64;6;145215.43;1;1;1;164083.72
7126;15626684;547;France;Female;38;5;167539.97;1;0;1;159207.34
7127;15709846;840;France;Female;39;1;94968.97;1;1;0;84487.62
7128;15655238;668;France;Female;31;9;0;2;0;0;41291.73
7129;15814536;549;France;Male;37;2;112541.54;2;0;0;47432.43
7130;15771702;567;France;Female;35;5;166118.45;2;1;0;127827.18
7131;15797160;492;France;Female;49;8;0;1;1;1;182865.09
7132;15610686;850;France;Male;63;8;169832.57;1;0;0;184107.26
7133;15705991;469;Germany;Male;38;9;113599.42;1;0;0;11950.29
7134;15577078;539;Spain;Male;38;6;0;1;1;1;152880.07
7135;15668081;581;Spain;Female;50;4;0;2;1;1;80701.72
7136;15710295;445;Germany;Female;38;6;119413.62;2;1;0;175756.36
7137;15790379;629;Germany;Male;28;8;108601;1;1;1;119647.7
7138;15750684;719;France;Female;42;4;0;1;1;0;28465.86
7139;15573309;626;Spain;Female;48;2;0;2;1;1;95794.98
7140;15815626;640;France;Male;63;2;68432.45;2;1;1;112503.24
7141;15813412;721;France;Female;55;3;44020.89;1;1;0;65864.4
7142;15779738;534;France;Male;24;1;0;1;1;1;169653.32
7143;15687477;594;Germany;Male;28;5;185013.02;1;1;0;16481.12
7144;15578908;725;Spain;Female;32;0;0;2;1;1;138525.19
7145;15602551;667;Spain;Male;39;9;0;2;1;0;68873.8
7146;15813022;531;Spain;Male;70;1;0;2;0;0;99503.19
7147;15689168;531;Spain;Male;37;1;143407.29;2;0;1;84402.46
7148;15769216;601;France;Female;43;2;0;1;1;0;49713.87
7149;15802351;755;Germany;Female;33;6;90560.3;2;1;1;42607.69
7150;15630241;594;France;Male;61;3;62391.22;1;1;1;192434.11
7151;15719561;768;France;Male;42;5;0;3;0;0;60686.4
7152;15634949;593;Germany;Male;74;5;161434.36;2;1;1;65532.17
7153;15603216;642;France;Male;25;7;0;2;1;0;102083.78
7154;15791836;690;France;Male;29;5;0;2;1;0;108577.97
7155;15723320;651;Germany;Female;25;2;109175.14;2;1;0;114566.47
7156;15777923;544;France;Female;45;6;0;2;0;1;151401.33
7157;15605835;743;France;Male;37;8;69143.91;2;0;1;105780.18
7158;15757568;704;France;Female;45;6;0;1;1;1;137739.45
7159;15610355;713;France;Male;44;1;63438.91;1;1;0;64375.4
